diary_no,Judgement_type,case_no,pet,res,pet_adv,res_adv,bench,judgement_by,judgment_dates,temp_link
19028-2017,J,Crl.A. No.-000580-000580 - 2018,DHIRENDRA SINGH @ PAPPU,THE STATE OF JHARKHAND,ASHOK ANAND,,"HON'BLE THE CHIEF JUSTICE, HON'BLE MR. JUSTICE M.R. SHAH",HON'BLE MR. JUSTICE M.R. SHAH,01-03-2021,supremecourt/2017/19028/19028_2017_36_1501_26554_Judgement_01-Mar-2021.pdf
19097-2020,J,C.A. No.-004457-004458 - 2021,ARUNA,THE STATE OF MAHARASHTRA,SHIRISH K. DESHPANDE,,"HON'BLE MR. JUSTICE NAVIN SINHA, HON'BLE MR. JUSTICE R. SUBHASH REDDY",HON'BLE MR. JUSTICE NAVIN SINHA,27-07-2021,supremecourt/2020/19097/19097_2020_39_1501_28818_Judgement_27-Jul-2021.pdf
19120-2008,J,C.A. No.-003477-003477 - 2010,DAVESH NAGALYA (D),PRADEEP KUMAR (D) THR.LRS.,BRAJ KISHORE MISHRA,,"HON'BLE MR. JUSTICE HEMANT GUPTA, HON'BLE MR. JUSTICE A.S. BOPANNA",HON'BLE MR. JUSTICE HEMANT GUPTA,10-08-2021,supremecourt/2008/19120/19120_2008_43_1501_29202_Judgement_10-Aug-2021.pdf
19161-2016,J,Crl.A. No.-000536-000536 - 2021,SURENDRAN,SUB INSPECTOR OF POLICE,P. A. NOOR MUHAMED,,"HON'BLE MR. JUSTICE ASHOK BHUSHAN, HON'BLE MR. JUSTICE VINEET SARAN, HON'BLE MR. JUSTICE M.R. SHAH",HON'BLE MR. JUSTICE ASHOK BHUSHAN,30-06-2021,supremecourt/2016/19161/19161_2016_36_1502_28108_Judgement_30-Jun-2021.pdf
19177-2019,J,C.A. No.-000273-000273 - 2021,VIKASH KUMAR,UNION PUBLIC SERVICE COMMISSION,PUKHRAMBAM RAMESH KUMAR,,"HON'BLE THE CHIEF JUSTICE, HON'BLE MR. JUSTICE M.R. SHAH",HON'BLE THE CHIEF JUSTICE,11-02-2021,supremecourt/2019/19177/19177_2019_36_1503_26115_Judgement_11-Feb-2021.pdf
19219-2009,J,C.A. No.-004394-004394 - 2010,BOLORAM BORDOLOI,LAKHIMI GAOLIA BANK .,RAJIV MEHTA,MITTER & MITTER CO.,"HON'BLE MR. JUSTICE ASHOK BHUSHAN, HON'BLE MR. JUSTICE R. SUBHASH REDDY",HON'BLE MR. JUSTICE ASHOK BHUSHAN,08-02-2021,supremecourt/2009/19219/19219_2009_37_1502_25987_Judgement_08-Feb-2021.pdf
19219-2021,J,Crl.A. No.-001279-001279 - 2021,BHOOPENDRA SINGH,THE STATE OF RAJASTHAN,NAMIT SAXENA,,"HON'BLE THE CHIEF JUSTICE, HON'BLE MRS. JUSTICE B.V. NAGARATHNA",HON'BLE THE CHIEF JUSTICE,29-10-2021,supremecourt/2021/19219/19219_2021_34_1503_30972_Judgement_29-Oct-2021.pdf
19384-2012,J,C.A. No.-004821-004821 - 2012,N.S. NANDIESHA REDDY,KAVITHA MAHESH,JAYANT MOHAN,CAVEATOR-IN-PERSON,"HON'BLE MR. JUSTICE HEMANT GUPTA, HON'BLE MR. JUSTICE A.S. BOPANNA",HON'BLE MR. JUSTICE A.S. BOPANNA,03-08-2021,supremecourt/2012/19384/19384_2012_43_1502_28987_Judgement_03-Aug-2021.pdf
19517-2018,J,C.A. No.-006216-006216 - 2021,GARG BUILDERS,BHARAT HEAVY ELECTRICALS LIMITED,VINEET BHAGAT,,"HON'BLE MR. JUSTICE S. ABDUL NAZEER, HON'BLE MR. JUSTICE KRISHNA MURARI",HON'BLE MR. JUSTICE S. ABDUL NAZEER,04-10-2021,supremecourt/2018/19517/19517_2018_37_1501_30540_Judgement_04-Oct-2021.pdf
19589-2020,J,Crl.A. No.-000314-000315 - 2021,SUDESH KEDIA,UNION OF INDIA,BIJOY KUMAR JAIN,,"HON'BLE MR. JUSTICE L. NAGESWARA RAO, HON'BLE MR. JUSTICE S. RAVINDRA BHAT",HON'BLE MR. JUSTICE L. NAGESWARA RAO,09-04-2021,supremecourt/2020/19589/19589_2020_38_1503_27432_Judgement_09-Apr-2021.pdf
19593-2021,J,C.A. No.-006669-006669 - 2021,ELECTROSTEEL CASTINGS LIMITED,UV   ASSET   RECONSTRUCTION COMPANY LIMITED,MAYANK PANDEY,,"HON'BLE MR. JUSTICE M.R. SHAH, HON'BLE MRS. JUSTICE B.V. NAGARATHNA",HON'BLE MR. JUSTICE M.R. SHAH,26-11-2021,supremecourt/2021/19593/19593_2021_43_1501_31592_Judgement_26-Nov-2021.pdf
19634-2017,J,C.A. No.-007607-007607 - 2021,PRADEEP S/O RAJKUMAR JAIN,MANGANESE ORE(INDIA) LIMITED,R. P. GUPTA,,"HON'BLE MR. JUSTICE K.M. JOSEPH, HON'BLE MR. JUSTICE PAMIDIGHANTAM SRI NARASIMHA",HON'BLE MR. JUSTICE K.M. JOSEPH,10-12-2021,supremecourt/2017/19634/19634_2017_40_23_32009_Judgement_10-Dec-2021.pdf
19687-2020,J,C.A. No.-003224 - 2020,EBIX SINGAPORE PTE LTD.,COMMITTEE OF CREDITORS OF EDUCOMP SOLUTIONS LIMITED,RAJAT SEHGAL,,"HON'BLE THE CHIEF JUSTICE, HON'BLE MRS. JUSTICE B.V. NAGARATHNA",HON'BLE THE CHIEF JUSTICE,13-09-2021,supremecourt/2020/19687/19687_2020_33_1501_29954_Judgement_13-Sep-2021.pdf
19718-2018,J,Crl.A. No.-001312-001312 - 2021,NARAYANA PRASAD SAHU,THE STATE OF MADHYA PRADESH,FUZAIL AHMAD AYYUBI,,"HON'BLE MR. JUSTICE AJAY RASTOGI, HON'BLE MR. JUSTICE ABHAY S. OKA",HON'BLE MR. JUSTICE AJAY RASTOGI,29-10-2021,supremecourt/2018/19718/19718_2018_44_1502_30983_Judgement_29-Oct-2021.pdf
19753-2019,J,C.A. No.-005074-005075 - 2019,MAHARASHTRA STATE ELECTRICITY DISTRIBUTION CO LTD,M/S JSW STEEL LIMITED,D.S.K. LEGAL,,"HON'BLE MR. JUSTICE M.R. SHAH, HON'BLE MRS. JUSTICE B.V. NAGARATHNA",HON'BLE MR. JUSTICE M.R. SHAH,10-12-2021,supremecourt/2019/19753/19753_2019_43_1503_32012_Judgement_10-Dec-2021.pdf
19780-2021,J,R.P.(Crl.) No.-000413 - 2021,KIRAN DEVI,RAVINDRA KUMAR YADAV,RANDHIR KUMAR OJHA,,"HON'BLE THE CHIEF JUSTICE, HON'BLE MR. JUSTICE AJAY RASTOGI, HON'BLE MR. JUSTICE ANIRUDDHA BOSE",HON'BLE THE CHIEF JUSTICE,16-11-2021,supremecourt/2021/19780/19780_2021_2_1005_31253_Judgement_16-Nov-2021.pdf
19806-2019,J,C.A. No.-006003-006003 - 2021,THE STATE OF UTTAR PRADESH,PREMLATA,GARIMA PRASHAD,,"HON'BLE MR. JUSTICE M.R. SHAH, HON'BLE MR. JUSTICE A.S. BOPANNA",HON'BLE MR. JUSTICE M.R. SHAH,05-10-2021,supremecourt/2019/19806/19806_2019_13_1501_30577_Judgement_05-Oct-2021.pdf
19847-2021,J,C.A. No.-005700-005700 - 2021,ARCELOR MITTAL NIPPON STEEL INDIA  LTD.,ESSAR BULK TERMINAL LTD.,S. S. SHROFF,,"HON'BLE MS. JUSTICE INDIRA BANERJEE, HON'BLE MR. JUSTICE J.K. MAHESHWARI",HON'BLE MS. JUSTICE INDIRA BANERJEE,14-09-2021,supremecourt/2021/19847/19847_2021_8_1501_29979_Judgement_14-Sep-2021.pdf
19863-2020,J,MA-001630 - 2020,SURAZ INDIA TRUST,UNION OF INDIA,BY COURTS MOTION,,,HON'BLE MR. JUSTICE SANJAY KISHAN KAUL,29-09-2021,supremecourt/2020/19863/19863_2020_6_1501_30465_Judgement_29-Sep-2021.pdf
19865-2021,J,MA-001468 - 2021,UNION OF INDIA THROUGH DIRECTOR OF ESTATES,ONKAR NATH DHAR (OMKAR NATH DHAR) (DEAD) THR. LR.,,,"HON'BLE MR. JUSTICE HEMANT GUPTA, HON'BLE MR. JUSTICE V. RAMASUBRAMANIAN",HON'BLE MR. JUSTICE HEMANT GUPTA,07-10-2021,supremecourt/2021/19865/19865_2021_11_1501_30615_Judgement_07-Oct-2021.pdf
19994-2020,J,C.A. No.-003745-003754 - 2020,THE STATE OF TAMIL NADU,K. SHOBANA ETC. ETC.,VINODH KANNA B.,,"HON'BLE MR. JUSTICE SANJAY KISHAN KAUL, HON'BLE MR. JUSTICE HEMANT GUPTA",HON'BLE MR. JUSTICE SANJAY KISHAN KAUL,05-03-2021,supremecourt/2020/19994/19994_2020_39_1501_26708_Judgement_05-Mar-2021.pdf
20048-2021,J,SLP(C) No.-013520 - 2021,JAIPUR ZILA DUGDH UTPADAK SAHKARI SANGH LIMITED,M/S AJAY SALES AND SUPPLIERS,ARCHANA PATHAK DAVE,,"HON'BLE MR. JUSTICE M.R. SHAH, HON'BLE MR. JUSTICE ANIRUDDHA BOSE",HON'BLE MR. JUSTICE M.R. SHAH,09-09-2021,supremecourt/2021/20048/20048_2021_43_26_29911_Judgement_09-Sep-2021.pdf
20081-2015,J,Crl.A. No.-000753-000753 - 2017,ARVIND KUMAR @ NEMICHAND .,THE STATE OF RAJASTHAN,ABHISHEK GUPTA,,"HON'BLE MR. JUSTICE SANJAY KISHAN KAUL, HON'BLE MR. JUSTICE M.M. SUNDRESH",HON'BLE MR. JUSTICE SANJAY KISHAN KAUL,22-11-2021,supremecourt/2015/20081/20081_2015_36_1501_31430_Judgement_22-Nov-2021.pdf
20098-2021,J,R.P.(Crl.) No.-000395 - 2021,SHIKHA JAIN,THE STATE OF UTTAR PRADESH,MUKESH KUMAR SINGH AND CO.,,"HON'BLE THE CHIEF JUSTICE, HON'BLE MR. JUSTICE AJAY RASTOGI",HON'BLE THE CHIEF JUSTICE,16-11-2021,supremecourt/2021/20098/20098_2021_2_1004_31252_Judgement_16-Nov-2021.pdf
20200-2007,J,C.A. No.-006797-006797 - 2008,M/S LAXMI CONTINENTAL CONSTRN.COMPANY,STATE OF U.P.,MUKESH KUMAR SHARMA,KAMLENDRA MISHRA,"HON'BLE MR. JUSTICE M.R. SHAH, HON'BLE MR. JUSTICE A.S. BOPANNA",HON'BLE MR. JUSTICE M.R. SHAH,20-09-2021,supremecourt/2007/20200/20200_2007_43_1501_30172_Judgement_20-Sep-2021.pdf
20251-2020,J,C.A. No.-004221 - 2020,M/S RELIANCE ASSET RECONSTRUCTION COMPANY LTD.,M/S HOTEL POONJA INTERNATIONAL PVT. LTD.,RUCHI KOHLI,,"HON'BLE MS. JUSTICE INDIRA BANERJEE, HON'BLE MR. JUSTICE SANJIV KHANNA",,21-01-2021,supremecourt/2020/20251/20251_2020_36_7_25651_Order_21-Jan-2021.pdf
20252-2009,J,C.A. No.-005823-005823 - 2011,LACHHMI NARAIN SINGH (D) THR. LRS..,SARJUG SINGH (D) THR.LRS.,R. D. UPADHYAY,ABHAY KUMAR,"HON'BLE MR. JUSTICE SANJAY KISHAN KAUL, HON'BLE MR. JUSTICE HRISHIKESH ROY",HON'BLE MR. JUSTICE HRISHIKESH ROY,17-08-2021,supremecourt/2009/20252/20252_2009_36_1501_29354_Judgement_17-Aug-2021.pdf
20257-2020,J,C.A. No.-007576-007577 - 2021,ELECTROSTEEL STEELS LIMITED,UNION OF INDIA,B. VIJAYALAKSHMI MENON,,"HON'BLE MS. JUSTICE INDIRA BANERJEE, HON'BLE MR. JUSTICE J.K. MAHESHWARI",HON'BLE MS. JUSTICE INDIRA BANERJEE,09-12-2021,supremecourt/2020/20257/20257_2020_8_15_31958_Judgement_09-Dec-2021.pdf
20280-2020,J,C.A. No.-003299 - 2020,KRIDHAN INFRASTRUCTURE PVT. LTD. (NOW KNOWN AS KRISH STEEL AND TRADING PVT. LTD),VENKATESAN SANKARANARAYAN,GAURAV VARMA,,"HON'BLE THE CHIEF JUSTICE, HON'BLE MR. JUSTICE M.R. SHAH",HON'BLE THE CHIEF JUSTICE,01-03-2021,supremecourt/2020/20280/20280_2020_36_1_26554_Judgement_01-Mar-2021.pdf
20318-2020,J,Crl.A. No.-000329-000329 - 2021,APARNA BHAT,THE STATE OF MADHYA PRADESH,PUKHRAMBAM RAMESH KUMAR,,"HON'BLE MR. JUSTICE A.M. KHANWILKAR, HON'BLE MR. JUSTICE S. RAVINDRA BHAT",HON'BLE MR. JUSTICE S. RAVINDRA BHAT,18-03-2021,supremecourt/2020/20318/20318_2020_35_1501_27140_Judgement_18-Mar-2021.pdf
20326-2019,J,C.A. No.-000251-000252 - 2021,ASSAM INDUSTRIAL DEVELOPMENT CORPORATION LTD,GILLAPUKRI TEA COMPANY LIMITED,KAUSTUBH SHUKLA,,"HON'BLE MR. JUSTICE L. NAGESWARA RAO, HON'BLE MR. JUSTICE S. ABDUL NAZEER, HON'BLE MS. JUSTICE INDU MALHOTRA",HON'BLE MR. JUSTICE S. ABDUL NAZEER,28-01-2021,supremecourt/2019/20326/20326_2019_38_1502_25674_Judgement_28-Jan-2021.pdf
20329-2021,J,CONMT.PET.(C) No.-000721 - 2021,SUDHIR KUMAR SINGH,JAISHRI @ JAISHREE,QURRATULAIN,,HON'BLE MR. JUSTICE SANJIV KHANNA,HON'BLE MR. JUSTICE SANJIV KHANNA,09-12-2021,supremecourt/2021/20329/20329_2021_13_34_31994_Judgement_09-Dec-2021.pdf
20381-2019,J,C.A. No.-005146 - 2019,PHOENIX ARC PVT. LTD.,KETULBHAI RAMUBHAI PATEL,PAI AMIT,,"HON'BLE MR. JUSTICE ASHOK BHUSHAN, HON'BLE MR. JUSTICE R. SUBHASH REDDY",HON'BLE MR. JUSTICE ASHOK BHUSHAN,03-02-2021,supremecourt/2019/20381/20381_2019_37_1501_25825_Judgement_03-Feb-2021.pdf
20428-2020,J,W.P.(C) No.-001088 - 2020,AJIT MOHAN,"LEGISLATIVE ASSEMBLY, NATIONAL CAPITAL TERRITORY OF DELHI",MAYANK PANDEY,,"HON'BLE MR. JUSTICE SANJAY KISHAN KAUL, HON'BLE MR. JUSTICE DINESH MAHESHWARI, HON'BLE MR. JUSTICE HRISHIKESH ROY",HON'BLE MR. JUSTICE SANJAY KISHAN KAUL,08-07-2021,supremecourt/2020/20428/20428_2020_37_1501_28386_Judgement_08-Jul-2021.pdf
20436-2017,J,Crl.A. No.-001473-001474 - 2017,IRAPPA SIDDAPPA MURGANNAVAR,THE STATE OF KARNATAKA,GAURAV AGRAWAL,,"HON'BLE MR. JUSTICE SANJIV KHANNA, HON'BLE MS. JUSTICE BELA M. TRIVEDI",HON'BLE MR. JUSTICE SANJIV KHANNA,08-11-2021,supremecourt/2017/20436/20436_2017_44_1501_31038_Judgement_08-Nov-2021.pdf
20446-2012,J,Crl.A. No.-000177-000177 - 2014,PRUTHIVIRAJ JAYANTIBHAI VANOL,DINESH DAYABHAI VALA .,R. D. UPADHYAY,RAHUL GUPTA,"HON'BLE MR. JUSTICE NAVIN SINHA, HON'BLE MR. JUSTICE R. SUBHASH REDDY",HON'BLE MR. JUSTICE NAVIN SINHA,26-07-2021,supremecourt/2012/20446/20446_2012_39_1501_28761_Judgement_26-Jul-2021.pdf
20469-2018,J,SLP(Crl) No.-006220 - 2018,MD. ALFAZ ALI,THE STATE OF ASSAM,MANJEET CHAWLA,,"HON'BLE MR. JUSTICE L. NAGESWARA RAO, HON'BLE MR. JUSTICE B.R. GAVAI",HON'BLE MR. JUSTICE L. NAGESWARA RAO,14-09-2021,supremecourt/2018/20469/20469_2018_35_1502_30049_Judgement_14-Sep-2021.pdf
20504-2009,J,C.A. No.-005167-005167 - 2010,KHUSHI RAM,NAWAL SINGH,RANBIR SINGH YADAV,ROHIT KUMAR SINGH,"HON'BLE MR. JUSTICE ASHOK BHUSHAN, HON'BLE MR. JUSTICE R. SUBHASH REDDY",HON'BLE MR. JUSTICE ASHOK BHUSHAN,22-02-2021,supremecourt/2009/20504/20504_2009_37_1501_26355_Judgement_22-Feb-2021.pdf
20520-2019,J,C.A. No.-005087 - 2019,VINOD KRISHAN KHANNA,AMRITSAR SWADESHI WOOLLEN MILLS PRIVATE LIMITED,VENKITA SUBRAMONIAM T.R,,"HON'BLE MR. JUSTICE ROHINTON FALI NARIMAN, HON'BLE MR. JUSTICE B.R. GAVAI",,23-02-2021,supremecourt/2019/20520/20520_2019_33_5_26525_Order_23-Feb-2021.pdf
20587-2020,J,W.P.(C) No.-001284 - 2020,CHANDRABHAL SINGH,UNION OF INDIA,MAYURI RAGHUVANSHI,,,HON'BLE THE CHIEF JUSTICE,25-03-2021,supremecourt/2020/20587/20587_2020_31_13_27208_Judgement_25-Mar-2021.pdf
20645-2020,J,W.P.(C) No.-001109 - 2020,NITISHA,UNION OF INDIA,RAKESH KUMAR,,"HON'BLE THE CHIEF JUSTICE, HON'BLE MR. JUSTICE M.R. SHAH, HON'BLE MR. JUSTICE SANJIV KHANNA",HON'BLE THE CHIEF JUSTICE,25-03-2021,supremecourt/2020/20645/20645_2020_35_1501_27144_Judgement_25-Mar-2021.pdf
20676-2020,J,Crl.A. No.-000100-000101 - 2021,N. VIJAYAKUMAR,STATE OF TAMIL NADU,M.P. PARTHIBAN,,"HON'BLE MR. JUSTICE ASHOK BHUSHAN, HON'BLE MR. JUSTICE R. SUBHASH REDDY",HON'BLE MR. JUSTICE R. SUBHASH REDDY,03-02-2021,supremecourt/2020/20676/20676_2020_37_1502_25825_Judgement_03-Feb-2021.pdf
20754-2019,J,W.P.(C) No.-000838 - 2019,M.K. RANJITSINH,UNION OF INDIA,LEGAL OPTIONS,,,HON'BLE THE CHIEF JUSTICE,19-04-2021,supremecourt/2019/20754/20754_2019_31_1502_27629_Judgement_19-Apr-2021.pdf
20805-2020,J,W.P.(C) No.-001107 - 2020,IN RE: ADVOCATE ON RECORD INCLUDES A PROPRIETARY FIRM ETC.,,BY COURTS MOTION,,"HON'BLE MR. JUSTICE SANJAY KISHAN KAUL, HON'BLE MR. JUSTICE DINESH MAHESHWARI, HON'BLE MR. JUSTICE HRISHIKESH ROY",HON'BLE MR. JUSTICE SANJAY KISHAN KAUL,20-01-2021,supremecourt/2020/20805/20805_2020_39_17_25547_Judgement_20-Jan-2021.pdf
20829-2020,J,Crl.A. No.-001605-001605 - 2021,KALLU KHAN,THE STATE OF RAJASTHAN,T. MAHIPAL,,"HON'BLE MS. JUSTICE INDIRA BANERJEE, HON'BLE MR. JUSTICE J.K. MAHESHWARI",HON'BLE MS. JUSTICE INDIRA BANERJEE,11-12-2021,supremecourt/2020/20829/20829_2020_38_1501_32025_Judgement_11-Dec-2021.pdf
20851-2018,J,Crl.A. No.-000297-000297 - 2021,HARI SHANKAR AGGARWAL,THE STATE OF RAJASTHAN,JINENDRA JAIN,,"HON'BLE MR. JUSTICE ASHOK BHUSHAN, HON'BLE MR. JUSTICE S. ABDUL NAZEER, HON'BLE MR. JUSTICE HEMANT GUPTA",,10-03-2021,supremecourt/2018/20851/20851_2018_37_6_26852_Order_10-Mar-2021.pdf
20936-2020,J,C.A. No.-003974-003975 - 2020,THE HIGH COURT OF KERALA,RESHMA A. AND ORS. ETC.,T. G. NARAYANAN NAIR,,"HON'BLE THE CHIEF JUSTICE, HON'BLE MS. JUSTICE INDIRA BANERJEE, HON'BLE MR. JUSTICE SANJIV KHANNA",HON'BLE THE CHIEF JUSTICE,11-01-2021,supremecourt/2020/20936/20936_2020_36_1501_25356_Judgement_11-Jan-2021.pdf
20955-2021,J,MA-001389 - 2021,BULANDSHAHR KHURJA DEVELOPMENT AUTHORITY THROUGH SECRETARY,SMT. AMIR KUWAR DEAD THR.LRS.,BY COURTS MOTION,,"HON'BLE MR. JUSTICE AJAY RASTOGI, HON'BLE MR. JUSTICE ABHAY S. OKA",HON'BLE MR. JUSTICE AJAY RASTOGI,28-09-2021,supremecourt/2021/20955/20955_2021_44_4_30436_Judgement_28-Sep-2021.pdf
20984-2018,J,C.A. No.-006953-006953 - 2021,VEENA PANDEY,UNION OF INDIA,MUSHTAQ AHMAD,,"HON'BLE MR. JUSTICE R. SUBHASH REDDY, HON'BLE MR. JUSTICE HRISHIKESH ROY",HON'BLE MR. JUSTICE HRISHIKESH ROY,18-11-2021,supremecourt/2018/20984/20984_2018_42_1501_31401_Judgement_18-Nov-2021.pdf
20984-2021,J,C.A. No.-005899 - 2021,M/S JAI BALAJI INDUSTRIES,D.K. MOHANTY,KARUN MEHTA,,"HON'BLE MR. JUSTICE DINESH MAHESHWARI, HON'BLE MR. JUSTICE VIKRAM NATH",,01-10-2021,supremecourt/2021/20984/20984_2021_45_4_30506_Order_01-Oct-2021.pdf
21029-2018,J,W.P.(C) No.-000675 - 2018,ANAND KUMAR TIWARI,HIGH COURT OF MADHYA PRADESH,PANKAJ KUMAR,,"HON'BLE MR. JUSTICE L. NAGESWARA RAO, HON'BLE MR. JUSTICE ANIRUDDHA BOSE",HON'BLE MR. JUSTICE L. NAGESWARA RAO,12-08-2021,supremecourt/2018/21029/21029_2018_35_1501_29228_Judgement_12-Aug-2021.pdf
21073-2019,J,C.A. No.-006537-006537 - 2021,LIFE INSURANCE CORPORATION OF INDIA,SUNITA,RAO RANJIT,,"HON'BLE MR. JUSTICE SANJIV KHANNA, HON'BLE MS. JUSTICE BELA M. TRIVEDI",HON'BLE MR. JUSTICE SANJIV KHANNA,29-10-2021,supremecourt/2019/21073/21073_2019_46_1502_30986_Judgement_29-Oct-2021.pdf
21103-2021,J,SLP(C) No.-015349-015350 - 2021,AMIT SACHAN,BAR COUNCIL OF UTTAR PRADESH,ANZU. K. VARKEY,,"HON'BLE MR. JUSTICE M.R. SHAH, HON'BLE MR. JUSTICE A.S. BOPANNA",HON'BLE MR. JUSTICE M.R. SHAH,24-09-2021,supremecourt/2021/21103/21103_2021_43_14_30300_Order_24-Sep-2021.pdf
21195-2021,J,R.P.(C) No.-001105 - 2021,THE STATE OF JHARKHAND,BHAGIRATHI PRASAD DEY,PALLAVI LANGAR,,"HON'BLE THE CHIEF JUSTICE, HON'BLE MR. JUSTICE VINEET SARAN",HON'BLE THE CHIEF JUSTICE,30-11-2021,supremecourt/2021/21195/21195_2021_2_1003_31653_Judgement_30-Nov-2021.pdf
21221-2021,J,C.A. No.-005630 - 2021,PANCH TATVA PROMOTERS PVT. LTD.,GPT STEEL INDUSTRIES LTD.,RUPESH KUMAR,,"HON'BLE MR. JUSTICE DINESH MAHESHWARI, HON'BLE MR. JUSTICE VIKRAM NATH",HON'BLE MR. JUSTICE DINESH MAHESHWARI,17-09-2021,supremecourt/2021/21221/21221_2021_46_11_30134_Judgement_17-Sep-2021.pdf
21275-2021,J,C.A. No.-005944-005954 - 2021,ULTIMATE V CARBON,THE DISTRICT ENVIRONMENTAL ENGINEER,ARUP BANERJEE,,"HON'BLE MR. JUSTICE SANJIV KHANNA, HON'BLE MS. JUSTICE BELA M. TRIVEDI",HON'BLE MR. JUSTICE SANJIV KHANNA,20-09-2021,supremecourt/2021/21275/21275_2021_47_7_30176_Judgement_20-Sep-2021.pdf
21277-2010,J,C.A. No.-006483-006483 - 2014,NTPC LTD.,M/S. DECONAR SERVICES PVT. LTD.,PUNEET TANEJA,S. RAJAPPA,"HON'BLE THE CHIEF JUSTICE, HON'BLE MR. JUSTICE SURYA KANT, HON'BLE MR. JUSTICE ANIRUDDHA BOSE",HON'BLE THE CHIEF JUSTICE,04-03-2021,supremecourt/2010/21277/21277_2010_32_101_26605_Judgement_04-Mar-2021.pdf
21277-2021,J,C.A. No.-006110-006110 - 2021,INDIAN INSTITUTE OF TECHNOLOGY KHARAGPUR,SOUTRIK SARANGI,SONAL JAIN,,"HON'BLE THE CHIEF JUSTICE, HON'BLE MR. JUSTICE S. RAVINDRA BHAT, HON'BLE MS. JUSTICE BELA M. TRIVEDI",HON'BLE THE CHIEF JUSTICE,28-09-2021,supremecourt/2021/21277/21277_2021_32_16_30413_Judgement_28-Sep-2021.pdf
21321-2013,J,C.A. No.-009108-009109 - 2014,UNION OF INDIA,RAJENDRA N SHAH,D. S. MAHRA,,"HON'BLE MR. JUSTICE ROHINTON FALI NARIMAN, HON'BLE MR. JUSTICE K.M. JOSEPH, HON'BLE MR. JUSTICE B.R. GAVAI",HON'BLE MR. JUSTICE ROHINTON FALI NARIMAN,20-07-2021,supremecourt/2013/21321/21321_2013_32_1501_28728_Judgement_20-Jul-2021.pdf
21367-2021,J,C.A. No.-007411-007411 - 2021,THE BIJNOR URBAN COOPERATIVE BANK LIMITED,MEENAL AGARWAL,VARUN PUNIA,,"HON'BLE MR. JUSTICE M.R. SHAH, HON'BLE MR. JUSTICE SANJIV KHANNA",HON'BLE MR. JUSTICE M.R. SHAH,15-12-2021,supremecourt/2021/21367/21367_2021_13_1501_32142_Judgement_15-Dec-2021.pdf
21399-2020,J,SLP(C) No.-015870 - 2020,COMMERCIAL TAXES OFFICER,M/S BHAGAT SINGH,MILIND KUMAR,,"HON'BLE MS. JUSTICE INDIRA BANERJEE, HON'BLE MR. JUSTICE SANJIV KHANNA",,21-01-2021,supremecourt/2020/21399/21399_2020_36_8_25651_Order_21-Jan-2021.pdf
21410-2020,J,W.P.(Crl.) No.-000318 - 2020,JOSE ANTONIO ZALBA DIEZ DEL CORRAL ALIAS JOSE ANTONIO ZALBA,THE STATE OF WEST BENGAL,PETITIONER-IN-PERSON,,"HON'BLE MR. JUSTICE VINEET SARAN, HON'BLE MR. JUSTICE DINESH MAHESHWARI",HON'BLE MR. JUSTICE VINEET SARAN,28-07-2021,supremecourt/2020/21410/21410_2020_41_3_28881_Order_28-Jul-2021.pdf
21426-2020,J,Crl.A. No.-000330-000330 - 2021,"M/S NEEHARIKA, INFRASTRUCTURE PVT. LTD.",THE STATE OF MAHARASHTRA,PRAGYA BAGHEL,,"HON'BLE THE CHIEF JUSTICE, HON'BLE MR. JUSTICE M.R. SHAH",HON'BLE MR. JUSTICE M.R. SHAH,13-04-2021,supremecourt/2020/21426/21426_2020_36_1502_27516_Judgement_13-Apr-2021.pdf
21428-2021,J,Crl.A. No.-001301-001301 - 2021,SARABJEET SINGH MOKHA,"THE DISTRICT MAGISTRATE, JABALPUR",ASHWANI KUMAR DUBEY,,"HON'BLE THE CHIEF JUSTICE, HON'BLE MRS. JUSTICE B.V. NAGARATHNA",HON'BLE THE CHIEF JUSTICE,29-10-2021,supremecourt/2021/21428/21428_2021_34_1505_30972_Judgement_29-Oct-2021.pdf
21484-2010,J,Crl.A. No.-001677-001677 - 2011,SURAJDEO MAHTO,THE STATE OF BIHAR,T. MAHIPAL,,"HON'BLE THE CHIEF JUSTICE, HON'BLE MR. JUSTICE SURYA KANT",HON'BLE MR. JUSTICE SURYA KANT,04-08-2021,supremecourt/2010/21484/21484_2010_31_1501_28996_Judgement_04-Aug-2021.pdf
21488-2020,J,Crl.A. No.-001571-001571 - 2021,PARVEEN @ SONU,THE STATE OF HARYANA,RISHI MALHOTRA,,"HON'BLE MR. JUSTICE R. SUBHASH REDDY, HON'BLE MR. JUSTICE HRISHIKESH ROY",HON'BLE MR. JUSTICE R. SUBHASH REDDY,07-12-2021,supremecourt/2020/21488/21488_2020_12_1502_31921_Judgement_07-Dec-2021.pdf
21547-2021,J,Crl.A. No.-001233-001233 - 2021,JASWANT SINGH,THE STATE OF PUNJAB,SURENDER SINGH HOODA,,"HON'BLE MR. JUSTICE DINESH MAHESHWARI, HON'BLE MR. JUSTICE VIKRAM NATH",HON'BLE MR. JUSTICE DINESH MAHESHWARI,20-10-2021,supremecourt/2021/21547/21547_2021_45_27_30763_Judgement_20-Oct-2021.pdf
